,news_url,title,no_of_retweets,label
68,planefinder.net,Yesterday #4U9525 took exactly the same route so yes it is a normal route! http://t.co/bjRgZomyAb,75,0
69,airlive.net,UPDATE Yesterday #4U9525 took exactly the same route /@planefinder http://t.co/wFg8KTSve2 http://t.co/UyLWPJArJ5,81,0
70,alde.eu,It's a tragic day for France &amp; for Europe. I want to express solidarity with family &amp; friends of crew &amp; passengers of #4U9525 #Germanwings,30,0
71,RT.com,"#GermanWings A320 Airbus 24 yrs old, first flight was in November 1990 http://t.co/zU6hn03xzU #4U9525 http://t.co/picb9shVF2",102,0
72,tribune.com.pk,What we know about the Germanwings crash so far http://t.co/G8jyRegGrc http://t.co/UMWNHdT8HH,66,0
73,onthemedia.org,"As you hear reports on the Germanwings crash, remember to be patient. The truth takes time. http://t.co/gbwzS3PIKG http://t.co/sSGhE6BLYc",221,0
74,mfa.gov.ua,My most sincere condolences to the victims of flight #4U9525 catastrophe and their relatives. No words can help but we stand by you.,78,0
75,theguardian.com,"Germanwings flight 4U9525 crashes in French Alps: weather calm at time of crash, debris found - live updates http://t.co/kRtcwgrW86 #4U9525",126,0
76,diplo.de/EN,FM #Steinmeier on #planecrash in #France: Terrible news. Our thoughts are with those who must fear for the lives of their relatives. #4U9525,119,0
77,facebook.com/jonostrower,Single-aisle Airbus A320s are the workhorses of the global fleet &amp; proliferate across European skies #4U9525 http://t.co/pe6OCMiy0q,401,0
78,airlive.net,UPDATE CRASH #4U9525 The arrivals board at Dusseldorf Airport http://t.co/wFg8KTSve2 http://t.co/P9d4CguBBi,204,0
79,t.lh.com/VsJ7,"2/2 on 4U 9525. If our fears are confirmed, this is a dark day for Germanwings."" Carsten Spohr",145,0
80,huffingtonpost.com,Flightpath of Germanwings A320 http://t.co/SHVkyEy4Ug http://t.co/aZouLEdgeI,151,0
81,youtu.be/KgSUskryEVA,Family and Friends of flight #4U9525 will be in my prayers. May God take care.,310,0
82,ABCNews.com,Germanwings has darkened its logo on Twitter after crash in French alps - Latest: http://t.co/DztGD0IPZV http://t.co/xc5GZn8l8r,248,0
83,about.me/speciamegan,.@germanwings have darkened their logo on Twitter following the crash of one of their planes in the French Alps http://t.co/9qIAn60uob,256,0
84,RT.com,#Germanwings #4U9525 crash &amp; response sites &amp; LIVE UPDATES &amp; reactions http://t.co/zU6hn03xzU http://t.co/eJied1gWxq,107,0
85,ABCNews.com,PHOTO: Arrivals board in Dusseldorf Airport shows information for Germanwings plane that crashed in French Alps http://t.co/dymPQUJEHx,118,0
86,iata.org,Our thoughts &amp; prayers are with the families and friends of @Germanwings #4U9525 passengers &amp; crew.,127,0
87,telegraph.co.uk,Germanwings has posted the following updated statement via Twitter: http://t.co/q1I8tkghmf http://t.co/odiENY7FDw,171,0
88,ABCNews.go.com/live,WATCH LIVE: France 24 coverage of Germanwings plane crash - http://t.co/MeN3sT6IwX http://t.co/e9RxyC7w6m,102,0
89,ti.lh.com/AYBd,Lufthansa and Germanwings have established a telephone hotline. The toll-free 0800 11 33 55 77 number is available to all the families 3/5,1024,0
90,ti.lh.com/AYBd,of the passengers involved for care and assistance. Everyone at Germanwings and Lufthansa is deeply shocked and saddened by these events.4/5,679,0
91,airlive.net,"BREAKING Emergency units staging in Seyne-les-Alpes, near #4U9525 crash site /@Aviaponcho http://t.co/wFg8KTSve2 http://t.co/NaHq3MIOlz",439,0
92,t.lh.com/VsJ7,Lufthansa and Germanwings have established a telephone hotline. The toll-free 00800 11 33 55 77 number is available to all the families...,482,0
93,bbc.co.uk/weather,Weather deteriorating for #GermanWings #4U9525 search &amp; rescue operation with snow above 1500m in S French Alps. CF http://t.co/Uf8e1M0otE,158,0
94,independent.co.uk,"#Germanwings change their logo to grey and white as a sign of mourning #4U9525
http://t.co/NK5U1GpHxL http://t.co/fZrvGy5p7w",160,0
95,RT.com,Rescue teams near #4U9525 crash site http://t.co/zU6hn03xzU (pics via @ActuSecours) #Germanwings http://t.co/IDeO1SpaM4,296,0
96,facebook.com/TheRealJoeOLea…,"My thoughts, prayers, and deepest condolences go out to the passengers and families of flight #4U9525 http://t.co/piNxBaQc5F",1545,0
97,flightradar24.com,"#4U9525 was following the same flight path as yesterday
Yesterday http://t.co/59MOETk0Gd
Today http://t.co/21vkfBS38D http://t.co/BynF6vlVE0",375,0
98,Facebook.com/sjokz,My thoughts are with the friends and family of the passengers of Germanwings flight 4U9525.,179,0
99,airlive.net,"Update: Latest Images of the rescue operation of #4U9525. 
(Pic via: Cédric C./ActuSecours)  http://t.co/ezktB3SXaA - @PollyR_Aviation",157,0
100,flightradar24.com,French Air Force Boeing C-135FR Stratotanker flying over #4U9525 crash site http://t.co/Hv3kJZ28a9 http://t.co/EQl9ysUiXN,559,0
101,mashable.com,"What we know about low-cost airline Germanwings whose plane crashed in the French Alps today
http://t.co/dpVjeGkEGT http://t.co/0HkXddItLs",147,0
102,flightradar24.com,Today's flight path of #4U9525 is exactly matching yesterday's flight path until the moment when signal was lost http://t.co/eC62SfY9Ga,526,0
103,reuters.com,Last known position of Germanwings flight: http://t.co/m9ZF6fy8yk http://t.co/wc8gKPxUAc,206,0
104,staralliance.com,"Our thoughts are with the families and crew of @germanwings following the loss of #4U9525, operated by @lufthansa subsidiary @germanwings.",128,0
105,time.com,"Germanwings Airbus A320 climbed to 38,000 feet before starting to descend and lose signal http://t.co/4xRU5mICvz",128,0
106,narendramodi.in,Crash of the Germanwings flight is extremely unfortunate. We share the sorrow &amp; pain of the families of those on board.,1230,0
107,cnn.com/international,"Germanwings flight that crashed in French Alps had 144 passengers and 6 crew on board, airline's CEO says. http://t.co/EOKW9FoIJ4 #A320",134,0
108,afp.com/en,"Rescue workers gather in Seyne, south-eastern France, near the site where a Germanwings Airbus A320 crashed. http://t.co/e0qFNMS8PW",375,0
109,dfb.de/en,We're shocked and devastated. Our deepest sympathy goes out to the families of all the victims. Our thoughts are with you all. #4U9525,469,0
110,airlive.net,BREAKING VIDEO of the #Germanwings #4U9525 crash area http://t.co/wFg8KTSve2 http://t.co/sXS0kTX3b3,131,0
111,turkishairlines.com,Our thoughts are with all the passengers and crew members on board @Germanwings flight #4U9525 and their loved ones.,230,0
112,walton.travel,"UNCONFIRMED: this image, reportedly from local newspaper le Dauphine, also circulating. #4U9525 http://t.co/zUekdRYRPm",177,0
113,airlive.net,"PHOTO: Another image of crash site from #4U9525. (Pic via @laprovence) 
 http://t.co/K4O8fxQqzn - @PollyR_Aviation",162,0
114,klaasjanhuntelaarfoundation.com,"Nightmare! My thoughts go out to the victims, their family and friends.🙏 #RIP #4U9525 #MH370 #MH17 #GE235 #QZ8501 #AH5017 #TooManyCrashes",389,0
0,airlive.net,BREAKING We got reports the crash could be an Airbus A320 Germanwings between Barcelona and Dusseldorf.,574,1
1,devries.fr,BREAKING: GermanWings A320 Crash in Southern France,27,1
2,marcburleigh.net,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",27,1
3,nycaviation.com,Several European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking,32,1
4,bbc.co.uk/news,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,4388,1
5,airlive.net,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,1328,1
6,9news.com.au/meet-the-team/…,BREAKING: a Germanwings A320 has crashed in the French Alps with 142 passengers on board @9NewsAUS,76,1
7,flightradar24.com,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,1496,1
8,9News.com.au,#BREAKING: There are reports that a Germanwings Airbus A320 has crashed in the French Alps. More to come. #9News http://t.co/PfEiviM9Po,119,1
9,torinpeel.com.au,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,51,1
10,flightradar24.com,Germanwings flight #4U9525 (registration D-AIPX) was lost from Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/vZaQMUlLaZ,2773,1
11,flightradar24.com,"Flight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41
http://t.co/FHoX6q0GHt",767,1
12,wp.me/p51fWi-4,#A320 @Germanwings flight #4U9525 (registration D-AIPX) was lost from @Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/5Gv9lXJZW8,51,1
13,anc.yahoo.com,BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking,63,1
14,flightradar24.com,"Last position of Germanwings flight #4U9525 at 09:40 UTC
http://t.co/FHoX6q0GHt http://t.co/72pxGKolRM",3092,1
15,airlive.net,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,1645,1
16,nycaviation.com,"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",58,1
17,NBCNews.com,"#BREAKING: A Germanwings A320 has crashed in France, German officials confirm to @NBCNews",469,1
18,facebook.com/sara.times,BREAKING NEWS #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. (140 passengers),71,1
19,icrosschina.com,BREAKING: Lufthansa's Germanwings plane crashes in southern France -- Report,41,1
20,channel4.com/news,A320 Germanwings from Barcelona to Dusseldorf has crashed in French Alps near Digne les Bains.,27,1
21,planefinder.net,"Reports of a plane crash near the French Alps, a GermanWings A320 http://t.co/WDso9Euyhp http://t.co/mpNENahmaW",93,1
22,breakingnews.com/about/mobile,"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",609,1
23,skynews.com.au,#BREAKING: A Germanwings Airbus A320 has crashed in French Alps near Digne (@AhronYoung),26,1
24,skynews.com,"BREAKING - A320, owned by Lufthansa affiliate GermanWings was travelling between Barcelona and Dusseldorf when it went down in French Alps",59,1
25,rte.ie/news,Germanwings Airbus A320 en route from Barcleona to Dusseldorf crashes in southern French Alps - 148 people on board http://t.co/dqXZQFlg9U,34,1
26,facebook.com/BBCRos,Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,91,1
27,RT.com,"BREAKING: Airbus A320 with 142 passengers and 6 crew members crashes in #Digne, France #4U9525 http://t.co/XTMaa9mAV2 http://t.co/ADAEpPZdMY",681,1
28,news.yahoo.com,"MORE Airbus A320 that crashed in southern France operated by Germanwings, carrying 142 passengers, 2 pilots, 4 crew http://t.co/XwKPmofTD9",39,1
29,planefinder.net,Our last position reports of the Germanwings plane shows a very rapid descent http://t.co/OhJAEeyVoK,617,1
30,facebook.com/BBCRos,French Prime Minister now confirming the plane crash. (via @afneil). #4U9525,56,1
31,RT.com,German Wings Airbus A320 #4U9525 lost from @Flightradar24 at 6800 ft at 09.39 UTC time UPDATES http://t.co/XTMaa9mAV2 http://t.co/VwZmbhcUsn,235,1
32,wsj.com,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",748,1
33,wsj.com/europe,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cBKN5dN40H",59,1
34,express.co.uk,BREAKING: Germanwings airplane crashes in French Alps with 142 passengers http://t.co/v44gsbmtO0 http://t.co/I3t8rnaN5b,47,1
35,cnbc.com,BREAKING: German air traffic control confirms to NBC NEws that a Germanwings flight has crashed in France. http://t.co/QbF4sKLTCX,309,1
36,TODAY.com,Germanwings passenger plane crashes in France: http://t.co/BSJhGgMChG,26,1
37,mirror.co.uk,Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK,45,1
38,facebook.com/AircraftTalking,"A @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC http://t.co/L7Wtodurt7",46,1
39,channelnewsasia.com,"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3",175,1
40,walton.travel,French President François Hollande states that there are no survivors expected in the Germanwings #4U9525 crash.,39,1
41,skynews.com,BREAKING - Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time,47,1
42,conflict-news.com,UPDATE: Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time - @skymarkwhite,31,1
43,breakingnews.com/about/mobile,"France's transport minister says distress signal was sent from Germanwings plane - @patthomas, @europe1 http://t.co/by471NAzFg",156,1
44,flightradar24.com,"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",1290,1
45,airlive.net,"Flight #4U9525 climbed to 38,000 feet before before it started to descend and lost signal at 6,800ft /@flightradar24 http://t.co/CIG4wqG5cU",297,1
46,RT.com,#4U9525 UPDATE: 150 people were on board: 142 passengers and 8 crew members http://t.co/ccQWJzwpYZ,190,1
47,flightradar24.com,"Flight #4U9525 was descending with a rate of about 3000-4000 feet per minute, which is quite standard for an airport approach.",667,1
48,wsj.com,All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/H3YACXHTjK #4U9525 More to follow.,365,1
49,9News.com.au,UPDATE: French President François Hollande has said that no survivors are expected in Germanwings plane crash over France. #9News,29,1
50,ukrainewarlog.blogspot.com,"French PM: fears 142-150 passengers died when @germanwings flight #4U9525 crashed in the French Alps

#Airbus #A320 http://t.co/hpCGZtf2qd",350,1
51,ABCNews.com,"BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",253,1
52,instagram.com/ulrichjvv,"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",257,1
53,flickr.com/photos/airline…,.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/Hl7IVhZCmy,230,1
54,hlntv.com,"#BREAKING: Germanwings jetliner has crashed in Southeastern France, according to officials. All 148 on board are feared dead.",26,1
55,twitter.com/thisabled,Germanwings plane crashes in French Alps with 148 people http://t.co/pg3bpbv7R1,200,1
56,cnn.com,"The Germanwings #AirbusA320 was headed from Barcelona, Spain, to Dusseldorf, Germany, French Prime Minister said. http://t.co/iWeLBpmiHS",632,1
57,conflict-news.com,IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,53,1
58,reuters.com,"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",383,1
59,airlive.net,"ALERT France's transport minister says distress signal was sent from Germanwings plane - @patthomas, @europe1 http://t.co/Ni7bJyJ52i",43,1
60,itv.com/news,"Germanwings crash plane 'lost signal at 6,800 feet', flight radar shows http://t.co/AjQxaENYSb http://t.co/cgU1GqKYqK",47,1
61,huffingtonpost.co.uk,Germanwings plane crash: #A320 sent distress signal before crashing in French Alps  http://t.co/U4yg4ndyBo http://t.co/6TMygKOETx,38,1
62,nst.com.my,French PM says passengers and crew of Germanwings plane that crash feared dead http://t.co/on24GtCYyv,39,1
63,facebook.com/adrianlimcheee…,"Received news that a Germanwings Airbus A320 plane crashed in southern France, carrying 142 passengers &amp; 6 crew onboard.",30,1
64,theguardian.com,Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ,103,1
65,france24.com/en/,VIDEO -  BREAKING NEWS - Germanwings Airbus crashes in the French Alps with 148 onboard http://t.co/C2fJV2Uapu http://t.co/y0RoEPBMqM,58,1
66,aviation-safety.net,"A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board http://t.co/tUtpc26daX",87,1
67,abc.net.au/news,The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,53,1
68,ask.fm/Baekyeoliee,"My heart goes out to the victims of GermanWings crashed near Marseille, France. 142 passengers, 6crew all feared dead http://t.co/8HbQacJ3id",116,1
69,airlive.net,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",53,1
70,walton.travel,"1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #4U9525",111,1
71,AirSmolik.com,#4U9525 From FL380 to FL110 in 8 min? That's average rate of descent 3375 fpm! Than levelled off at FL068? What the hell was going on there?,32,1
72,reuters.com,148 people feared dead after Germanwings Airbus crash in France: http://t.co/uuK7F3uSVP http://t.co/Y7e55cwW7B,822,1
73,reuters.com/news/world,148 people feared dead after Germanwings Airbus crash in France: http://t.co/oAgrXXrjuj http://t.co/Na2JBSCshD,37,1
74,nycaviation.com,"Tracking data shows descent of #4U9525 was very aggressive, but not full freefall. (image via @planefinder)http://t.co/vV6LPavase",54,1
75,huffingtonpost.com,French president: No survivors likely in Germanwings crash http://t.co/ZCVYX4B1lQ,57,1
76,malaysiakini.com,"Plane crashes in southern France, 148 on board: Germanwings budget airline was flying from Barcelona to Dusseldorf. http://t.co/2VHTfulQOQ",27,1
77,skynews.com.au,#WATCH: An aviation expert says the #4U9525 distress call was circulated on Twitter within three minutes. http://t.co/ywO1t8O4XI,38,1
78,dailymail.co.uk,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",186,1
79,breakingnews.com/about/mobile,"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",220,1
80,afp.com/en,#BREAKING Germanwings says 144 passengers and 6 crew on crashed plane,135,1
81,cnbc.com,UPDATE: Germanwings says 144 passengers and 6 crew members were aboard the jet that crashed in France. http://t.co/QbF4sKLTCX,42,1
82,airlive.net,BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,105,1
83,skynews.com,"Update - Authorities confirm last words from Germanwings A320 distress call were ""emergency, emergency""",52,1
84,independent.co.uk,"#BREAKING: Death toll on #Germanwings flight #4U9525 rises to 150 #A320
http://t.co/NK5U1GpHxL",56,1
85,bbc.co.uk/news,"#Germanwings ""sorry to confirm"" 144 passengers &amp; 6 crew on board flight #4U9525 when it crashed in French Alps http://t.co/inQlKOqZup",1566,1
86,airlive.net,"BREAKING Authorities confirm last words from #germanwings #4U9525 A320 distress call were ""emergency, emergency"" http://t.co/wFg8KTSve2",180,1
87,ap.org,The latest: Airline Germanwings now says there were 144 passengers and six crew aboard  plane that crashed: http://t.co/IwITH21l6h,224,1
88,t.lh.com/VsJ7,We must confirm to our deepest regret that Germanwings Flight 4U 9525 from Barcelona to Düsseldorf has suffered an accident over the...,156,1
89,ti.lh.com/AYBd,We must confirm to our deepest regret that Germanwings Flight 4U 9525 from Barcelona to Düsseldorf has suffered an accident over the 1/5,1242,1
90,airlive.net,NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation,130,1
91,youtube.com/channel/UCnmN6…,"German Airbus A320 Plane Crashes, 148 People DEAD
https://t.co/94oOOSSSVv
#4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",114,1
92,theguardian.com,Germanwings flight #4U9525 crashes in French Alps: plane was at low altitude when 'mayday' call received - live http://t.co/zViQibyimM,109,1
93,airlive.net,"#4U9525 - The Airbus 320 plunged at a rate of 5,000 feet per minute before crashing.  - @PollyR_Aviation",139,1
94,afp.com/en,#BREAKING Germanwings crew did not send distress signal: aviation official,173,1
95,conflict-news.com,BREAKING: Germanwings crew did not send distress signal: aviation official - @AFP,27,1
96,mirror.co.uk,Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,87,1
97,walton.travel,"#4U9525 took eight minutes to descend from 38,000 feet to impact, says Germanwings CEO Winkelmann.",27,1
98,ap.org,BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.,301,1
99,skynews.com,#Germanwings says it cannot confirm that a very brief distress signal was made before flight #4U9525 crashed http://t.co/Pbr82b0Eul,39,1
100,reuters.com/subjects/aeros…,DGAC clarifies: Germanwings didn't itself issue distress call but ATC launhed distress phase due combination of descent and no radio contact,37,1
0,cbc.ca/ottawa/,Ottawa police are confirming a shooting at the War Memorial. Minutes ago. No other info. #cbcOTT #OTTnews,393,0
1,breakingnews.com/about/mobile,Ottawa police confirm a shooting at Canada's National War Memorial - @CBCOttawa http://t.co/JbjNKv3eGa,168,0
2,ctvnews.ca,#BREAKING: Shooting reported at the War Memorial in Ottawa,134,0
3,globalnews.ca/author/shirlee…,Canine unit running to Parliament Hill http://t.co/jaEeh0JIpc,133,0
4,facebook.com/joshwingroveGl…,"Parliament shooting a very active situation still at the moment. They are searching the building, presumably for a suspect or suspects.",489,0
5,danieldickin.ca,A reminder for those observing the shooting on Parliament Hill: DO NOT tweet police locations and movements #ottcity #ottawa,337,0
6,cnn.com/international,"BREAKING: Injury reported after shooting at Canada’s War Memorial, near country’s Parliament, police say. http://t.co/k5lmH7nmsE",106,0
7,cbc.ca/news/,"Spokesperson for PMO says Prime Minister Stephen Harper safe, has left Parliament Hill. #cdnpoli",250,0
8,ctvnews.ca,#BREAKING: PMO says PM Harper is safe and has left Parliament Hill,179,0
9,rcmp.gc.ca,RCMP advises people to stay away from Parliament Hill due to ongoing police incident.,1031,0
10,johnwilliamsonmp.com,Parliament Hill is never going to be the same.,237,0
11,reuters.com,"Canada Prime Minister Stephen Harper safe, has left parliament Hill: TV quoting PM's office",131,0
12,nationalpost.com,The RCMP intervention team members Parliament Hill http://t.co/aO700DweOW http://t.co/6JDil29s3B,146,0
13,ottawasenators.com,"Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning. Stay safe, Ottawa.",1290,0
14,theintercept.com,"Dear confused right-wing friends: my article was about Monday's car incident, not the Ottawa shooting this morning https://t.co/dPCtNJW3mv",106,0
15,breakingnews.com/about/mobile,"Prime Minister Stephen Harper is safe and has left Parliament Hill, spokesman says - @CBCAlerts https://t.co/wCqPcyqMxK",154,0
16,ap.org,MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/utTbmsYFjL,109,0
17,bbc.co.uk/news,"Canada's Prime Minister Stephen Harper safe &amp; has left Parliament Hill, which is under lockdown after shooting http://t.co/rk4c3kcwUQ",502,0
18,ABCNews.com,"BREAKING: Police: Shooting incident reported near Canadian Parliament.

Spokesperson: Prime Minister Harper ""is safe"" - @WorldNews",149,0
20,globeandmail.com,Photos from the Parliament shooting scene http://t.co/F4j0IbC5mq http://t.co/MeRqPX921z,196,0
21,ca.news.yahoo.com,UPDATED: Photos from shooting on Parliament Hill: http://t.co/mT9PC6Pqvk http://t.co/dsMp07cBS9,107,0
22,cbc.ca/news/,"WATCH LIVE #CBCNN coverage of shooting in Ottawa

Desktop: http://t.co/TNupeSXyNT

Mobile: http://t.co/ruOo7HuPhL http://t.co/ZOmNWmOk28",305,0
23,ottawapolice.ca,All Ottawa Police stations are closed to public due to shooting at War Memorial.  No public services available until further notice #ottnews,487,0
24,bbc.co.uk/news,"Police warn people in Ottawa to ""stay away from windows &amp; off roofs"" after Parliament shooting - follow our coverage: http://t.co/Nud36Yki9P",537,0
25,facebook.com/joshwingroveGl…,Still in lockdown. Am safe. Check @globeandmail for video of the attack on Parliament Hill. Ignore any cursing you hear from me.,126,0
26,ca.linkedin.com/pub/steve-renn…,"""If you can see Parliament Hill, you're in danger,"" cop shouts at me, behind the Chateau Laurier.",151,0
27,ABCNews.go.com/live,LIVE: Ongoing @CTVNews-@ABC coverage of active shooting incident    near Canadian Parliament: http://t.co/0nuzHcvr2J http://t.co/wxB5UphP4l,172,0
28,towhey.com,"If you're on Parliament Hill, please don't Tweet your location or that/activities of police for your/their safety during incident. #Ottawa",108,0
29,globeandmail.com,Raw footage and live coverage of shooting at Parliament: http://t.co/BXR3thpsV0 http://t.co/mAWprVUaLC,159,0
30,ABCNews.com,"Ottawa Police: Police stations closed due to ongoing shooting situation: ""No public services available until further notice"" - @WorldNews",102,0
31,morningshow.ca,IMPORTANT: Ottawa police are urging people NOT to tweet the location of police activity in the field. Shooting scene remains active.,173,0
32,sodelushious.com,Sorry you don't understand that is a knock at america and our issues with gun control. No one is minimizing the Ottawa shooting.,153,0
33,fullcomment.nationalpost.com/author/acoynen…,"Easty for me to say from where I am, but what should happen, tomorrow or when this is over, is for people to assemble on Parliament HIll…",771,0
34,ABCNews.com,"JUST IN: Canadian military bases being closed after soldier shot at Nat'l War Memorial, ongoing situation near Parliament - @WilliamsJon",149,0
35,canada.usembassy.gov,"Due to shooting at Parliament Hill in #Ottawa earlier, we are currently on lockdown. We will update once further information is available.",424,0
36,medium.com/@beingbrad,Please exercise restraint in looking for someone or some group to immediately blame for this. #ottawashooting,128,0
37,cbc.ca/toronto/,LIVE STREAM: CBC News coverage of the #OttawaShooting http://t.co/fUmPnqI8iW Mobile: http://t.co/KF24bmAjdQ #CBCNN http://t.co/uX7JIgnoWb,138,0
38,cbc.ca/radio,Listen to our live special coverage of Parliament Hill shooting here http://t.co/tyNHh2UFcb http://t.co/fwN00HBv6K,112,0
39,ABCNews.com,JUST IN: US Embassy in Ottawa on lockdown following shooting incidents at and near Canadian Parliament - @WilliamsJon,182,0
40,NBCNews.com,NEW: U.S. Embassy in Ottawa is on lockdown due to shooting near Canadian Parliament - @USEmbassyOttawa,144,0
41,facebook.com/davidmuirabc,#BREAKING US Embassy in Ottawa on lockdown due to shooting at Parliament Hill,140,0
42,reuters.com/pictures,Latest photos from Ottawa's Parliament Hill http://t.co/ibNGJIg2Pg http://t.co/FtEukz6d9x,218,0
43,edmontonoilers.com,Our thoughts are with our nation's capital right now. Praying for those affected by today's tragic events at Parliament Hill in Ottawa.,384,0
44,cbc.ca/news/,WATCH VIDEO: Ottawa shooting witness clips: http://t.co/HnxkAfJDP1,107,0
45,ottawa.ctvnews.ca,Shot from inside caucus room after shooting @ctvottawa #ottawashooting. http://t.co/JjEWpnbUW7,1202,0
46,huffingtonpost.ca,Doors barricaded RT @grahamctv: Shot from inside caucus room after shooting @ctvottawa #ottawashooting. http://t.co/OpERH3GiMu,157,0
47,bit.ly/10TPsX1,"Canadians: in sadness &amp; outrage at today's #OttawaShooting tragedy, let us be united—resolved to stand strong, together. #cdnpoli",169,0
48,NBCNews.com,What we know so far about the Canadian Parliament shooting in Ottawa http://t.co/3NUfy6joHM http://t.co/9iWwhBPPZv,147,0
49,thebea.st/1bmPsyq,Incredible shot: A woman gives mouth-to-mouth to a fallen soldier at the War Memorial http://t.co/YV1UIPYJJS http://t.co/1YEtcEcVM5,3947,0
50,cnn.com,Photos of the #OttawaShooting scene are unfolding after reports of multiple shootings: http://t.co/2WFcajF7kx http://t.co/OJ00X6o0xw,677,0
51,favstar.fm/users/lloydran…,"If your first response to the #ottawashooting is to make a political point, your humanity is sadly and sorely lacking.",109,0
52,nationalpost.com,"Police, bystanders and soldiers rushed in to help after the Memorial shooting in Ottawa http://t.co/aO700DweOW http://t.co/TsgHpNQUHx",191,0
53,jordanfifer.net,Incredible photo: woman gives mouth to mouth to wounded solider at #ottawashooting http://t.co/fd2WpL76Z2 http://t.co/Eh7UrLztEf,434,0
54,cnn.com,"""Just evacuated from roof of Parliament Hill Centre Block"" - @dmatthewmillar  https://t.co/R6TuyAjMTd http://t.co/7WFNBYlHIZ #OttawaShooting",116,0
55,limestonelabs.ca,"Surreal photo from Ottawa: doors to the Tory Caucus Room on Parliament Hill, blockaded with furniture. Wow. #cdnpoli http://t.co/iFNtavhop2",405,0
